"KGS_ID","Latitude","Longitude","Location","Operator","Lease","API","Elevation","Elev_Ref","Depth_start","Depth_stop","URL"
"1043229973","39.82514","-95.9684439","T3S R13E, Sec. 4,  S2 NE NE NW","Kinney Oil Company","D & K Heinen 1-4","15-131-20215","1288"," KB","-4","1140.5","http://www.kgs.ku.edu/WellLogs/kcc_logs_2013/1044234216.zip"
"1044172350","39.7970144","-95.9448207","T3S R13E, Sec. 15,   NE NW NE","Kinney Oil Company","Laub 1-15 1","15-131-20233","1337"," KB","1088","1363","http://www.kgs.ku.edu/WellLogs/kcc_logs_2015/1044966711.zip"
"1044172350","39.7970144","-95.9448207","T3S R13E, Sec. 15,   NE NW NE","Kinney Oil Company","Laub 1-15 1","15-131-20233","1337"," KB","226.2","1363.2","http://www.kgs.ku.edu/WellLogs/kcc_logs_2015/1044966712.zip"
"1043231552","39.7943859","-96.0060547","T3S R13E, Sec. 18,  SW SE NE NW","Kinney Oil Company","L & G Kohake 1-18","15-131-20216","1203"," KB","-4","820.5","http://www.kgs.ku.edu/WellLogs/kcc_logs_2013/1044234201.zip"
"1030456065","39.7997212","-95.7954696","T3S R14E, Sec. 12,   S2 SW SE","Heartland Oil & Gas, Inc.","GEORG 15-12","15-131-20184","1296"," KB","245","4126","http://www.kgs.ku.edu/WellLogs/03S14E/1044077642.zip"
"1044022697","39.7963832","-95.862977","T3S R14E, Sec. 16,  S2 NW NW NW","Wolf Operating LLC","Baumgartner 1-16","15-131-20226","1292"," KB","3296","3566.5","http://www.kgs.ku.edu/WellLogs/kcc_logs_2014/1044818738.zip"
"1044022697","39.7963832","-95.862977","T3S R14E, Sec. 16,  S2 NW NW NW","Wolf Operating LLC","Baumgartner 1-16","15-131-20226","1292"," KB","300","3566.5","http://www.kgs.ku.edu/WellLogs/kcc_logs_2014/1044818741.zip"
"1044022697","39.7963832","-95.862977","T3S R14E, Sec. 16,  S2 NW NW NW","Wolf Operating LLC","Baumgartner 1-16","15-131-20226","1292"," KB","3296","3566.5","http://www.kgs.ku.edu/WellLogs/kcc_logs_2014/1044818743.zip"
"1044022697","39.7963832","-95.862977","T3S R14E, Sec. 16,  S2 NW NW NW","Wolf Operating LLC","Baumgartner 1-16","15-131-20226","1292"," KB","300","3566.5","http://www.kgs.ku.edu/WellLogs/kcc_logs_2014/1044818747.zip"
"1044022697","39.7963832","-95.862977","T3S R14E, Sec. 16,  S2 NW NW NW","Wolf Operating LLC","Baumgartner 1-16","15-131-20226","1292"," KB","3296","3566.5","http://www.kgs.ku.edu/WellLogs/kcc_logs_2014/1044818676.zip"
"1044022697","39.7963832","-95.862977","T3S R14E, Sec. 16,  S2 NW NW NW","Wolf Operating LLC","Baumgartner 1-16","15-131-20226","1292"," KB","300","3566.5","http://www.kgs.ku.edu/WellLogs/kcc_logs_2014/1044818683.zip"
"1044022697","39.7963832","-95.862977","T3S R14E, Sec. 16,  S2 NW NW NW","Wolf Operating LLC","Baumgartner 1-16","15-131-20226","1292"," KB","300","3566.5","http://www.kgs.ku.edu/WellLogs/kcc_logs_2014/1044818729.zip"
"1044022697","39.7963832","-95.862977","T3S R14E, Sec. 16,  S2 NW NW NW","Wolf Operating LLC","Baumgartner 1-16","15-131-20226","1292"," KB","3296","3566.5","http://www.kgs.ku.edu/WellLogs/kcc_logs_2014/1044818732.zip"
"1044022697","39.7963832","-95.862977","T3S R14E, Sec. 16,  S2 NW NW NW","Wolf Operating LLC","Baumgartner 1-16","15-131-20226","1292"," KB","300","3566.5","http://www.kgs.ku.edu/WellLogs/kcc_logs_2014/1044818666.zip"
"1044022697","39.7963832","-95.862977","T3S R14E, Sec. 16,  S2 NW NW NW","Wolf Operating LLC","Baumgartner 1-16","15-131-20226","1292"," KB","3296","3566.5","http://www.kgs.ku.edu/WellLogs/kcc_logs_2014/1044818668.zip"
"1002934690","39.7371016","-95.963754","T4S R13E, Sec. 4,   SE NW NE","KINNEY OIL","LUEGER A 1-4","15-131-20161","1298"," KB","225","2273","http://www.kgs.ku.edu/WellLogs/00_13E/1001179067.zip"
"1002934690","39.7371016","-95.963754","T4S R13E, Sec. 4,   SE NW NE","KINNEY OIL","LUEGER A 1-4","15-131-20161","1298"," KB","1801","2273","http://www.kgs.ku.edu/WellLogs/00_13E/1001179068.zip"
"1002934690","39.7371016","-95.963754","T4S R13E, Sec. 4,   SE NW NE","KINNEY OIL","LUEGER A 1-4","15-131-20161","1298"," KB","193","2273","http://www.kgs.ku.edu/WellLogs/00_13E/1001179069.zip"
"1002934690","39.7371016","-95.963754","T4S R13E, Sec. 4,   SE NW NE","KINNEY OIL","LUEGER A 1-4","15-131-20161","1298"," KB","1833","2273","http://www.kgs.ku.edu/WellLogs/04S13E/1001179070.zip"
"1037989959","39.7082868","-95.9032075","T4S R13E, Sec. 13,   SE NE NE","Noble Petroleum, Inc.","King 1","15-131-20203","1255"," GL","0","3851","http://www.kgs.ku.edu/WellLogs/04S13E/1044219063.zip"
"1041229507","39.6704449","-95.9182299","T4S R13E, Sec. 25,  NE NW SW SW","Mustang Fuel Corp.","Rilinger 2-25","15-131-20214","1301"," KB","295","3886.5","http://www.kgs.ku.edu/WellLogs/kcc_logs_2012/1044165723.zip"
"1002934619","39.6538925","-95.9375695","T4S R13E, Sec. 35,   SW SW SW","Pendleton Land & Exploration, Inc.","Heinen 1","15-131-20082","1263"," KB","236","3897","http://www.kgs.ku.edu/WellLogs/04S13E/1044219061.zip"
"1002934581","39.7273474","-95.8797147","T4S R14E, Sec. 5,  W2 E2 SW SW","Pendleton Land & Exploration, Inc.","Johnstone 1","15-131-20043","1175"," KB","1550","3650","http://www.kgs.ku.edu/WellLogs/04S14E/1001178872.zip"
"1002934581","39.7273474","-95.8797147","T4S R14E, Sec. 5,  W2 E2 SW SW","Pendleton Land & Exploration, Inc.","Johnstone 1","15-131-20043","1175"," KB","1550","3650","http://www.kgs.ku.edu/WellLogs/04S14E/1001178934.zip"
"1025686272","39.7309353","-95.8907909","T4S R14E, Sec. 6, C  W2 NW SE","Kinney Oil Company","King, B. 1-6","15-131-20174","1239"," KB","0","3698","http://www.kgs.ku.edu/WellLogs/04S14E/1044077638.zip"
"1002934575","39.7162365","-95.8893084","T4S R14E, Sec. 7,  NW SE NW SE","PETRO-LEWIS CORP","RICHARDS FUND 1-7","15-131-20037","1222"," KB","3380","3580","http://www.kgs.ku.edu/WellLogs/04S14E/1039020733.zip"
"1002934572","39.713189","-95.8853387","T4S R14E, Sec. 7,  SE NW SE SE","Petro-Lewis Corp.","Potts 1","15-131-20034","1253"," KB","1699","3750","http://www.kgs.ku.edu/WellLogs/04S14E/1001178867.zip"
"1002934572","39.713189","-95.8853387","T4S R14E, Sec. 7,  SE NW SE SE","Petro-Lewis Corp.","Potts 1","15-131-20034","1253"," KB","1699","3750","http://www.kgs.ku.edu/WellLogs/04S14E/1001178929.zip"
"1002934576","39.7167177","-95.8849935","T4S R14E, Sec. 7,  SE NW NE SE","Cities Service Co.","A. FUND 1","15-131-20038","1168"," KB","1599","3705","http://www.kgs.ku.edu/WellLogs/04S14E/1001178869.zip"
"1002934576","39.7167177","-95.8849935","T4S R14E, Sec. 7,  SE NW NE SE","Cities Service Co.","A. FUND 1","15-131-20038","1168"," KB","1599","3705","http://www.kgs.ku.edu/WellLogs/04S14E/1001178931.zip"
"1002934585","39.699258","-95.8790655","T4S R14E, Sec. 17,   NE SW SW","Cities Service Co.","Haverkamp 'A' 1","15-131-20047","1206"," KB","1700","3700","http://www.kgs.ku.edu/WellLogs/04S14E/1001178866.zip"
"1002934585","39.699258","-95.8790655","T4S R14E, Sec. 17,   NE SW SW","Cities Service Co.","Haverkamp 'A' 1","15-131-20047","1206"," KB","1700","3700","http://www.kgs.ku.edu/WellLogs/04S14E/1001178928.zip"
"1002934579","39.7029092","-95.8837738","T4S R14E, Sec. 18,   NE NE SE","Cities Service Co.","Thieme 'A' 1","15-131-20041","1262"," KB","1650","3750","http://www.kgs.ku.edu/WellLogs/04S14E/1001178870.zip"
"1002934579","39.7029092","-95.8837738","T4S R14E, Sec. 18,   NE NE SE","Cities Service Co.","Thieme 'A' 1","15-131-20041","1262"," KB","1650","3750","http://www.kgs.ku.edu/WellLogs/04S14E/1001178932.zip"
"1002934558","39.7056546","-95.8851139","T4S R14E, Sec. 18,  NE SW SE NE","Pendleton Land and Exploration, Inc.","McClain 'I' 1","15-131-20022","1288"," KB","1699","3779","http://www.kgs.ku.edu/WellLogs/04S14E/1001178868.zip"
"1002934558","39.7056546","-95.8851139","T4S R14E, Sec. 18,  NE SW SE NE","Pendleton Land and Exploration, Inc.","McClain 'I' 1","15-131-20022","1288"," KB","1699","3779","http://www.kgs.ku.edu/WellLogs/04S14E/1001178930.zip"
"1002934562","39.7089654","-95.8853546","T4S R14E, Sec. 18,  NE SW NE NE","Cities Service Co.","McClain 'A' 1","15-131-20026","1247"," KB","1699","3701","http://www.kgs.ku.edu/WellLogs/04S14E/1001178871.zip"
"1002934562","39.7089654","-95.8853546","T4S R14E, Sec. 18,  NE SW NE NE","Cities Service Co.","McClain 'A' 1","15-131-20026","1247"," KB","1699","3701","http://www.kgs.ku.edu/WellLogs/04S14E/1001178933.zip"
"1002954610","39.5675438","-96.9163046","T5S R5E, Sec. 31,  N2 S2 SW SW","Texaco, Inc.","NOEL POERSCH 1","15-201-20003","1411"," KB","271","11315","http://www.kgs.ku.edu/WellLogs/05S05E/1028477032.zip"
"1002954610","39.5675438","-96.9163046","T5S R5E, Sec. 31,  N2 S2 SW SW","Texaco, Inc.","NOEL POERSCH 1","15-201-20003","1411"," KB","272","11314","http://www.kgs.ku.edu/WellLogs/05S05E/1044077650.zip"
"1002934545","38.6104431","-96.0361668","T5S R12E, Sec. 14,  NW SW SE SE","Cities Service Oil Co.","Beck 'A' 1","15-131-20010","1278"," KB","260","2750","http://www.kgs.ku.edu/WellLogs/05S12E/1033440834.zip"
"1002934545","38.6104431","-96.0361668","T5S R12E, Sec. 14,  NW SW SE SE","Cities Service Oil Co.","Beck 'A' 1","15-131-20010","1278"," KB","250","2750","http://www.kgs.ku.edu/WellLogs/05S12E/1033440835.zip"
"1002934545","38.6104431","-96.0361668","T5S R12E, Sec. 14,  NW SW SE SE","Cities Service Oil Co.","Beck 'A' 1","15-131-20010","1278"," KB","250","2750","http://www.kgs.ku.edu/WellLogs/05S12E/1033440836.zip"
"1002934545","38.6104431","-96.0361668","T5S R12E, Sec. 14,  NW SW SE SE","Cities Service Oil Co.","Beck 'A' 1","15-131-20010","1278"," KB","200","2772","http://www.kgs.ku.edu/WellLogs/05S12E/1044077637.zip"
"1044058005","39.5808243","-96.0269482","T5S R12E, Sec. 25,  SW SW SE SW","Mustang Fuel Corporation","Holthaus 1-25","15-131-20227","1314"," KB","245","3436.5","http://www.kgs.ku.edu/WellLogs/kcc_logs_2014/1044819086.zip"
"1043994042","39.5787896","-96.0155466","T5S R12E, Sec. 36,    NE NE","Mustang Fuel Corp.","Eisenbarth 1-36","15-131-20224","1280"," KB","245","3430.5","http://www.kgs.ku.edu/WellLogs/kcc_logs_2012/1044189415.zip"
"1002934656","39.6378621","-95.9521721","T5S R13E, Sec. 10,   NW NE NW","INCLINE RESERVES","STRATHMAN 1","15-131-20125","1350"," GL","0","3951","http://www.kgs.ku.edu/WellLogs/05S13E/1044219062.zip"
"1030571114","39.6170756","-95.711248","T5S R15E, Sec. 14,  S2 S2 SW NW","Heartland Oil & Gas, Inc.","ATWATER FARMS 'SWD' 5-14","15-085-20076","1087"," KB","224","3568","http://www.kgs.ku.edu/WellLogs/05S15E/1044077628.zip"
"1044625845","39.5360791","-96.500898","T6S R8E, Sec. 15,  SE NE NE NE","MidAmerica Oil & Gas LLC","Holt 1","15-149-20068","1379"," KB","315","2016","http://www.kgs.ku.edu/WellLogs/kcc_logs_2015/1045008751.zip"
"1043970604","39.5466566","-96.0178705","T6S R12E, Sec. 12,   E2 E2 NE","Mustang Fuel Corp.","Diggs 1-12","15-085-20078","1342"," KB","295","3680.5","http://www.kgs.ku.edu/WellLogs/kcc_logs_2014/1044819561.zip"
"1002937882","39.5015376","-96.0423175","T6S R12E, Sec. 26, C   SW NE","PENDLETON LAND & EXPLORATION, INC.","MARCOUX 1","15-149-20044","1383"," KB","288","3820","http://www.kgs.ku.edu/WellLogs/06S12E/1044077644.zip"
"1044031134","39.4794133","-96.0569123","T6S R12E, Sec. 34,  NE SW SE SE","Wolf Operating LLC","Kopp Trust 1-34","15-149-20066","1328"," KB","3216.4","3502.9","http://www.kgs.ku.edu/WellLogs/kcc_logs_2014/1044831479.zip"
"1044031134","39.4794133","-96.0569123","T6S R12E, Sec. 34,  NE SW SE SE","Wolf Operating LLC","Kopp Trust 1-34","15-149-20066","1328"," KB","241.8","3502.8","http://www.kgs.ku.edu/WellLogs/kcc_logs_2014/1044831480.zip"
"1002922762","39.5161824","-95.9165607","T6S R13E, Sec. 24,    SE NW","MOBIL OIL","CARL V SMITH 1","15-085-19018","1280"," KB","260","3790","http://www.kgs.ku.edu/WellLogs/06S13E/1044077626.zip"
"1044081508","39.4916276","-95.9408041","T6S R13E, Sec. 35,   NW NW NW","L. D. Drilling, Inc.","Henry Trust 1","15-085-20080","1197"," KB","295","3664","http://www.kgs.ku.edu/WellLogs/kcc_logs_2014/1044816945.zip"
"1002885138","39.5332342","-95.2654156","T6S R19E, Sec. 14, C   NE NW","Lear Petroleum Exploration, Inc.","PIKE 1-14","15-005-20026","1104"," KB","150","2800","http://www.kgs.ku.edu/WellLogs/06S19E/1033893405.zip"
"1002885138","39.5332342","-95.2654156","T6S R19E, Sec. 14, C   NE NW","Lear Petroleum Exploration, Inc.","PIKE 1-14","15-005-20026","1104"," KB","1300","2800","http://www.kgs.ku.edu/WellLogs/06S19E/1033893406.zip"
"1002885138","39.5332342","-95.2654156","T6S R19E, Sec. 14, C   NE NW","Lear Petroleum Exploration, Inc.","PIKE 1-14","15-005-20026","1104"," KB","138","2862","http://www.kgs.ku.edu/WellLogs/06S19E/1044077614.zip"
"1044010426","39.4216277","-96.1266543","T7S R12E, Sec. 19,  NW SW SW SW","Daystar Petroleum, Inc.","Pfrang 1-19","15-149-20065","1304"," KB","295","3405.5","http://www.kgs.ku.edu/WellLogs/kcc_logs_2014/1044782582.zip"
"1002922818","39.4075344","-95.4996901","T7S R17E, Sec. 27,  NE SW SE SE","ANADARKO PROD ETAL","MALM 'A' 1","15-087-20008","1080"," KB","250","2530","http://www.kgs.ku.edu/WellLogs/07S17E/1044077629.zip"
"1002885202","39.4342842","-95.0374842","T7S R21E, Sec. 14,   SW SW SE","JONES & PELLOW OIL","POHL 1","15-005-19008","1013"," KB","190","3161","http://www.kgs.ku.edu/WellLogs/07S21E/1044219058.zip"
"1044637762","39.3116115","-95.7301111","T8S R15E, Sec. 34,   SE SE NW","J & K Crude LLC","Hug 01","15-085-20087","1176"," KB","195","3204.5","http://www.kgs.ku.edu/WellLogs/kcc_logs_2014/1044858967.zip"
"1002927508","39.3599874","-95.0590139","T8S R21E, Sec. 15,   NE NE NW","CITIES SERVICE CO","SCHMIDLING 1","15-103-19010","1110"," KB","280","1580","http://www.kgs.ku.edu/WellLogs/08S21E/1044077633.zip"
"1043923431","39.3409733","-95.0391993","T8S R21E, Sec. 23,  SW NW SW NE","Thomas Well Service, Inc.","Taylor-Bird T-8","15-103-21323","1019"," KB","-4","1395.5","http://www.kgs.ku.edu/WellLogs/kcc_logs_2014/1044798869.zip"
"1043923431","39.3409733","-95.0391993","T8S R21E, Sec. 23,  SW NW SW NE","Thomas Well Service, Inc.","Taylor-Bird T-8","15-103-21323","1019"," KB","-4","1395.5","http://www.kgs.ku.edu/WellLogs/kcc_logs_2014/1044798588.zip"
"1043917850","39.3407021","-95.0411894","T8S R21E, Sec. 23,  NW SE SE NW","Thomas Well Service, Inc.","Taylor-Bird T-9","15-103-21321","1017"," KB","-4","1410.5","http://www.kgs.ku.edu/WellLogs/kcc_logs_2014/1044798866.zip"
"1043917850","39.3407021","-95.0411894","T8S R21E, Sec. 23,  NW SE SE NW","Thomas Well Service, Inc.","Taylor-Bird T-9","15-103-21321","1017"," KB","-4","1410.5","http://www.kgs.ku.edu/WellLogs/kcc_logs_2014/1044798574.zip"
"1044080830","39.324036","-95.0503119","T8S R21E, Sec. 27,  NW NE NE SE","Daystar Petroleum, Inc.","H. Heim 8","15-103-21355","998"," KB","-2","1475.5","http://www.kgs.ku.edu/WellLogs/kcc_logs_2014/1044876341.zip"
"1044080831","39.3255085","-95.0543754","T8S R21E, Sec. 27,  E2 SE SW NE","Daystar Petroleum, Inc.","L. Heintzelman 6","15-103-21356","1070"," KB","-3","1509","http://www.kgs.ku.edu/WellLogs/kcc_logs_2014/1044817565.zip"
"1044080831","39.3255085","-95.0543754","T8S R21E, Sec. 27,  E2 SE SW NE","Daystar Petroleum, Inc.","L. Heintzelman 6","15-103-21356","1070"," KB","-4","1510.5","http://www.kgs.ku.edu/WellLogs/kcc_logs_2014/1044817629.zip"
"1002927535","39.3155299","-95.0791424","T8S R21E, Sec. 33, C   NE NW","Anadarko Prod Co. & Diamond Shamrock Oil & Gas","Christy 'A' 1","15-103-20026","1070"," GL","150","2330","http://www.kgs.ku.edu/WellLogs/08S21E/1008459005.zip"
"1002897979","39.2793116","-96.9624919","T9S R4E, Sec. 10,  NW SE SE SE","Pendleton Land and Exploration, Inc.","Weller 2","15-027-20021","1258"," KB","996","2019","http://www.kgs.ku.edu/WellLogs/09S04E/1044251200.zip"
"1002897979","39.2793116","-96.9624919","T9S R4E, Sec. 10,  NW SE SE SE","Pendleton Land and Exploration, Inc.","Weller 2","15-027-20021","1258"," KB","996","2000","http://www.kgs.ku.edu/WellLogs/09S04E/1044913840.zip"
"1002897979","39.2793116","-96.9624919","T9S R4E, Sec. 10,  NW SE SE SE","Pendleton Land and Exploration, Inc.","Weller 2","15-027-20021","1258"," KB","998","2018","http://www.kgs.ku.edu/WellLogs/09S04E/1044913841.zip"
"1002897979","39.2793116","-96.9624919","T9S R4E, Sec. 10,  NW SE SE SE","Pendleton Land and Exploration, Inc.","Weller 2","15-027-20021","1258"," KB","996","2019","http://www.kgs.ku.edu/WellLogs/09S04E/1044251200.zip"
"1002897979","39.2793116","-96.9624919","T9S R4E, Sec. 10,  NW SE SE SE","Pendleton Land and Exploration, Inc.","Weller 2","15-027-20021","1258"," KB","996","2000","http://www.kgs.ku.edu/WellLogs/09S04E/1044913840.zip"
"1002897979","39.2793116","-96.9624919","T9S R4E, Sec. 10,  NW SE SE SE","Pendleton Land and Exploration, Inc.","Weller 2","15-027-20021","1258"," KB","998","2018","http://www.kgs.ku.edu/WellLogs/09S04E/1044913841.zip"
"1002937807","39.2630718","-96.4975438","T9S R8E, Sec. 14,   SE SW SW","KAISER-FRANCIS OIL","ROESENER 1","15-149-19022","1314"," KB","0","2300","http://www.kgs.ku.edu/WellLogs/09S08E/1020068867.zip"
"1002937808","39.2482442","-96.4647372","T9S R8E, Sec. 24,   SE SE SE","Francis-Kaiser","Unterberger 1","15-149-19024","1239"," KB","0","2151","http://www.kgs.ku.edu/WellLogs/09S08E/1020068868.zip"
"1002937845","39.2447786","-96.4952081","T9S R8E, Sec. 26,   SW NE NW","McCulloch Oil, Venus Oil, Alex W. McCoy","McCoy 1","15-149-20007","1215"," GL","89","2188","http://www.kgs.ku.edu/WellLogs/09S08E/1008459015.zip"
"1002937845","39.2447786","-96.4952081","T9S R8E, Sec. 26,   SW NE NW","McCulloch Oil, Venus Oil, Alex W. McCoy","McCoy 1","15-149-20007","1215"," GL","90","2200","http://www.kgs.ku.edu/WellLogs/09S08E/1020068869.zip"
"1002937805","39.2193323","-96.4998321","T9S R8E, Sec. 35,   SW SW SW","KAISER-FRANCIS OIL","GLENN 1","15-149-19025","1108"," KB","0","2000","http://www.kgs.ku.edu/WellLogs/09S08E/1020068870.zip"
"1002937844","39.3015935","-96.3807981","T9S R9E, Sec. 2,   SE NE NW","McCulloch Oil, Venus Oil, Alex W. McCoy","Ebert 1","15-149-20006","1157"," GL","50","1915","http://www.kgs.ku.edu/WellLogs/09S09E/1020068871.zip"
"1002937821","39.2543751","-96.3692013","T9S R9E, Sec. 24,   SW SW NW","TENNESSEE GAS TRANSMISS","JOHN M. BURGESS 1","15-149-19028","1036"," KB","0","1812","http://www.kgs.ku.edu/WellLogs/09S09E/1020068872.zip"
"1002937856","39.2980302","-96.2514709","T9S R10E, Sec. 1,   S2 SE NW","Muculloch Oil, Venus Oil, Alex W. McCoy","Worthing 1","15-149-20018","1121"," KB","179","2188","http://www.kgs.ku.edu/WellLogs/09S10E/1020068860.zip"
"1002937860","39.2914761","-96.3505057","T9S R10E, Sec. 6,  W2 SW SW SW","McCulloch Oil, Venus Oil, Alex W. McCoy","Carr 1","15-149-20022","1056"," GL","75","1231","http://www.kgs.ku.edu/WellLogs/09S10E/1020068883.zip"
"1002937862","39.2661222","-96.3075595","T9S R10E, Sec. 16, C   NE SW","McCulloch Oil, Venus Oil, Alex W. McCoy","Umscheid 1","15-149-20024","1037"," GL","82","1576","http://www.kgs.ku.edu/WellLogs/09S10E/1020068866.zip"
"1002937820","39.2596938","-96.341053","T9S R10E, Sec. 19,   NW NW NE","TENNESSEE GAS TRANSMISS","WILLIAM I MANSFIELD 1","15-149-19031","1019"," KB","0","1714","http://www.kgs.ku.edu/WellLogs/09S10E/1020068861.zip"
"1002937873","39.221776","-96.3393657","T9S R10E, Sec. 31,   SE NE SE","Kansas Oil Corp.","Burgess 1","15-149-20035","1116"," GL","288","1316","http://www.kgs.ku.edu/WellLogs/09S10E/1008459016.zip"
"1002937871","39.2322814","-96.2041449","T9S R11E, Sec. 29,   SE SE SE","ANADARKO & DIAMOND SHAMROCK","Straub A 1","15-149-20033","967"," GL","164","3104","http://www.kgs.ku.edu/WellLogs/09S11E/1008459017.zip"
"1002937833","39.2902138","-96.1041476","T9S R12E, Sec. 5,   SW SE SW","Sunray DX Oil Co.","W. Firkus 1","15-149-19034","1233"," KB","204","3574","http://www.kgs.ku.edu/WellLogs/09S12E/1020068842.zip"
"1002937899","39.2983348","-96.0979679","T9S R12E, Sec. 5, C   SW NE","Sooner Oil ","Clark 1","15-149-19033","1202"," KB","0","3377","http://www.kgs.ku.edu/WellLogs/09S12E/1020068843.zip"
"1002922761","39.2837347","-96.0185079","T9S R12E, Sec. 12, C   SE NE","ANSCHUTZ FRED B DRLG","MARSHALL 1","15-085-19046","1074"," KB","151","3381","http://www.kgs.ku.edu/WellLogs/09S12E/1020068862.zip"
"1002937884","39.2729915","-96.0891767","T9S R12E, Sec. 16, C   NW NW","Pendleton Land & Exploration, Inc.","Mulligan 1","15-149-20046","1283"," KB","302","3617","http://www.kgs.ku.edu/WellLogs/09S12E/1020068840.zip"
"1002937884","39.2729915","-96.0891767","T9S R12E, Sec. 16, C   NW NW","Pendleton Land & Exploration, Inc.","Mulligan 1","15-149-20046","1283"," KB","282","3636","http://www.kgs.ku.edu/WellLogs/09S12E/1044077645.zip"
"1002937884","39.2729915","-96.0891767","T9S R12E, Sec. 16, C   NW NW","Pendleton Land & Exploration, Inc.","Mulligan 1","15-149-20046","1283"," KB","282","3631","http://www.kgs.ku.edu/WellLogs/09S12E/1044243210.zip"
"1002937793","39.2510624","-96.1029992","T9S R12E, Sec. 20, C   NE SW","Rex & Morris","Grieshaber 1","15-149-19035","1250"," KB","200","3526","http://www.kgs.ku.edu/WellLogs/09S12E/1020068844.zip"
